Category	CategoryID	GO	Description	PARENT_GO	LogP	Enrichment	Z-score	#TotalGeneInLibrary	#GeneInGO	#GeneInHitList	#GeneInGOAndHitList	%InGO	STDV %InGO	GeneID	Hits	Log(q-value)	GeneList
GO Molecular Functions	21	GO:0070513	death domain binding		-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0070671	response to interleukin-12	19_GO:0050896 response to stimulus	-2.5	9.4	4.8	16230	13	398	3	0.75	0.43	16423|16452|18795	Cd47|Jak2|Plcb1	-1.8	SMCs_UP
GO Biological Processes	19	GO:2000403	positive regulation of lymphocyte migration	19_GO:0040011 locomotion	-2.5	4.9	4	16230	42	398	5	1.3	0.56	11491|11820|20304|20306|55985	Adam17|App|Ccl5|Ccl7|Cxcl13	-1.8	SMCs_UP
GO Biological Processes	19	GO:0035272	exocrine system development	19_GO:0032502 developmental process	-2.5	4.9	4	16230	42	398	5	1.3	0.56	13649|14165|14178|16772|18186	Egfr|Fgf10|Fgf7|Lama1|Nrp1	-1.8	SMCs_UP
GO Biological Processes	19	GO:0070661	leukocyte proliferation	19_GO:0009987 cellular process	-2.5	2.6	3.4	16230	172	398	11	2.8	0.82	12759|14962|15976|17311|19171|20312|21898|24099|51797|76527|77125	Clu|Cfb|Ifnar2|Kitl|Psmb10|Cx3cl1|Tlr4|Tnfsf13b|Ctps|Il34|Il33	-1.8	SMCs_UP
Reactome Gene Sets	6	R-MMU-9006934	Signaling by Receptor Tyrosine Kinases		-2.4	2	3.1	16230	389	398	19	4.8	1.1	11308|13057|13649|14165|14178|15234|16452|16775|17164|17311|17973|18186|18595|19246|20733|50884|71436|80707|319939	Abi1|Cyba|Egfr|Fgf10|Fgf7|Hgf|Jak2|Lama4|Mapkapk2|Kitl|Nck1|Nrp1|Pdgfra|Ptpn1|Spint2|Nckap1|Flrt3|Wwox|Tns3	-1.8	SMCs_UP
GO Biological Processes	19	GO:0014910	regulation of smooth muscle cell migration	19_GO:0040011 locomotion	-2.4	3.2	3.5	16230	102	398	8	2	0.7	13078|14745|16195|20304|21336|21898|29875|50490	Cyp1b1|Lpar1|Il6st|Ccl5|Tacr1|Tlr4|Iqgap1|Nox4	-1.8	SMCs_UP
GO Biological Processes	19	GO:0003015	heart process	19_GO:0032501 multicellular organismal process	-2.4	3.2	3.5	16230	102	398	8	2	0.7	12288|20191|20541|20928|22290|50490|57814|109676	Cacna1c|Ryr2|Slc8a1|Abcc9|Uty|Nox4|Kcne4|Ank2	-1.8	SMCs_UP
Reactome Gene Sets	6	R-MMU-1257604	PIP3 activates AKT signaling		-2.4	2.4	3.3	16230	224	398	13	3.3	0.89	13649|14165|14178|15234|16912|16913|17311|18595|19171|19186|19188|56484|77125	Egfr|Fgf10|Fgf7|Hgf|Psmb9|Psmb8|Kitl|Pdgfra|Psmb10|Psme1|Psme2|Foxo3|Il33	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0051087	protein-folding chaperone binding		-2.4	2.7	3.4	16230	149	398	10	2.5	0.78	11797|11820|12492|12870|13032|14964|14972|15018|29819|110557	Birc2|App|Scarb2|Cp|Ctsc|H2-D1|H2-K1|H2-Q7|Stau2|H2-Q6	-1.8	SMCs_UP
GO Biological Processes	19	GO:0032642	regulation of chemokine production	19_GO:0032501 multicellular organismal process	-2.4	3.2	3.5	16230	103	398	8	2	0.7	11491|11820|16149|16176|20304|20311|21898|77125	Adam17|App|Cd74|Il1b|Ccl5|Cxcl5|Tlr4|Il33	-1.8	SMCs_UP
GO Biological Processes	19	GO:1905145	cellular response to acetylcholine	19_GO:0050896 response to stimulus	-2.4	4.7	3.9	16230	43	398	5	1.3	0.56	12671|17069|18795|110454|234214	Chrm3|Ly6e|Plcb1|Ly6a|Sorbs2	-1.8	SMCs_UP
KEGG Pathway	24	mmu05204	Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)		-2.4	4.7	3.9	16230	43	398	5	1.3	0.56	13078|14862|14863|15483|56615	Cyp1b1|Gstm1|Gstm2|Hsd11b1|Mgst1	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0005506	iron ion binding		-2.4	2.9	3.4	16230	126	398	9	2.3	0.75	12317|13078|13123|14319|16819|18174|20250|102294|112407	Calr|Cyp1b1|Cyp7b1|Fth1|Lcn2|Slc11a2|Scd2|Cyp4v3|Egln3	-1.8	SMCs_UP
GO Biological Processes	19	GO:0007423	sensory organ development	19_GO:0032502 developmental process	-2.4	1.8	3	16230	542	398	24	6	1.2	11994|12168|12266|12288|13078|13649|14165|14972|14998|15040|16772|17164|18027|18081|18186|18595|26564|29817|29819|67671|83453|195727|225845|242509	Pcdh15|Bmpr2|C3|Cacna1c|Cyp1b1|Egfr|Fgf10|H2-K1|H2-DMa|H2-T23|Lama1|Mapkapk2|Nfia|Ninj1|Nrp1|Pdgfra|Ror2|Igfbp7|Stau2|Rpl38|Chrdl1|Nhs|Plaat3|Bnc2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0032928	regulation of superoxide anion generation	19_GO:0008152 metabolic process	-2.4	6	4.2	16230	27	398	4	1	0.5	11820|13057|13649|14825	App|Cyba|Egfr|Cxcl1	-1.8	SMCs_UP
GO Biological Processes	19	GO:0002675	positive regulation of acute inflammatory response	19_GO:0048518 positive regulation of biological process	-2.4	6	4.2	16230	27	398	4	1	0.5	12266|16176|19218|20304	C3|Il1b|Ptger3|Ccl5	-1.8	SMCs_UP
WikiPathways	27	WP412	Oxidative stress response		-2.4	6	4.2	16230	27	398	4	1	0.5	13057|20656|20657|56615	Cyba|Sod2|Sod3|Mgst1	-1.8	SMCs_UP
GO Cellular Components	20	GO:0097060	synaptic membrane		-2.4	1.9	3	16230	482	398	22	5.5	1.1	12288|12330|12671|12846|12876|14745|17118|18081|18186|19739|20541|23859|50791|64085|71436|80883|99633|103967|109676|233489|268566|320405	Cacna1c|Canx|Chrm3|Comt|Cpe|Lpar1|Marcks|Ninj1|Nrp1|Rgs9|Slc8a1|Dlg2|Magi2|Clstn2|Flrt3|Ntng1|Adgrl2|Dnm3|Ank2|Picalm|Gphn|Cadps2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0006939	smooth muscle contraction	19_GO:0032501 multicellular organismal process	-2.4	3.9	3.7	16230	62	398	6	1.5	0.61	12288|12671|19218|20541|21336|240725	Cacna1c|Chrm3|Ptger3|Slc8a1|Tacr1|Sulf1	-1.8	SMCs_UP
GO Biological Processes	19	GO:1900046	regulation of hemostasis	19_GO:0050789 regulation of biological process	-2.4	3.9	3.7	16230	62	398	6	1.5	0.61	12258|18595|19218|20202|20720|21788	Serping1|Pdgfra|Ptger3|S100a9|Serpine2|Tfpi	-1.8	SMCs_UP
GO Biological Processes	19	GO:0031099	regeneration	19_GO:0032502 developmental process	-2.4	3.1	3.5	16230	104	398	8	2	0.7	11535|13649|14102|16452|16880|18081|20311|66175	Adm|Egfr|Fas|Jak2|Lifr|Ninj1|Cxcl5|Mustn1	-1.8	SMCs_UP
GO Biological Processes	19	GO:0010810	regulation of cell-substrate adhesion	19_GO:0050789 regulation of biological process	-2.4	2.3	3.2	16230	227	398	13	3.3	0.89	11426|12317|14260|14758|16452|16852|18081|18186|18606|23892|29875|68732|208177	Macf1|Calr|Fmn1|Gpm6b|Jak2|Lgals1|Ninj1|Nrp1|Enpp2|Grem1|Iqgap1|Carmil1|Phldb2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0043270	positive regulation of monoatomic ion transport	19_GO:0051179 localization	-2.4	2.2	3.2	16230	254	398	14	3.5	0.92	12288|14825|15980|16819|17329|18795|19739|20191|20193|20296|20304|20312|109676|241528	Cacna1c|Cxcl1|Ifngr2|Lcn2|Cxcl9|Plcb1|Rgs9|Ryr2|S100a1|Ccl2|Ccl5|Cx3cl1|Ank2|Lrrc55	-1.8	SMCs_UP
GO Biological Processes	19	GO:0043549	regulation of kinase activity	19_GO:0008152 metabolic process	-2.4	1.7	3	16230	668	398	28	7	1.3	11308|11491|11820|12759|13649|14600|15234|15944|16145|16149|16176|16452|16911|17118|17311|18595|19246|20541|21898|21929|23892|24047|26564|29875|50490|54396|74748|76527	Abi1|Adam17|App|Clu|Egfr|Ghr|Hgf|Irgm1|Igtp|Cd74|Il1b|Jak2|Lmo4|Marcks|Kitl|Pdgfra|Ptpn1|Slc8a1|Tlr4|Tnfaip3|Grem1|Ccl19|Ror2|Iqgap1|Nox4|Irgm2|Slamf8|Il34	-1.8	SMCs_UP
GO Biological Processes	19	GO:1903035	negative regulation of response to wounding	19_GO:0048519 negative regulation of biological process	-2.4	3.4	3.5	16230	83	398	7	1.8	0.66	12258|18595|19218|20720|21788|77125|208177	Serping1|Pdgfra|Ptger3|Serpine2|Tfpi|Il33|Phldb2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0002720	positive regulation of cytokine production involved in immune response	19_GO:0002376 immune system process	-2.4	3.4	3.5	16230	83	398	7	1.8	0.66	12010|13136|16149|16176|16177|17164|21898	B2m|Cd55|Cd74|Il1b|Il1r1|Mapkapk2|Tlr4	-1.8	SMCs_UP
GO Biological Processes	19	GO:0033209	tumor necrosis factor-mediated signaling pathway	19_GO:0050896 response to stimulus	-2.4	4.6	3.8	16230	44	398	5	1.3	0.56	16452|20846|21873|22031|24099	Jak2|Stat1|Tjp2|Traf3|Tnfsf13b	-1.8	SMCs_UP
GO Biological Processes	19	GO:0002691	regulation of cellular extravasation	19_GO:0040011 locomotion	-2.4	4.6	3.8	16230	44	398	5	1.3	0.56	16177|16423|18795|19218|20296	Il1r1|Cd47|Plcb1|Ptger3|Ccl2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0001952	regulation of cell-matrix adhesion	19_GO:0050789 regulation of biological process	-2.4	2.9	3.4	16230	128	398	9	2.3	0.75	11426|14260|14758|18081|18186|18606|23892|29875|208177	Macf1|Fmn1|Gpm6b|Ninj1|Nrp1|Enpp2|Grem1|Iqgap1|Phldb2	-1.8	SMCs_UP
GO Cellular Components	20	GO:0015629	actin cytoskeleton		-2.4	1.8	3	16230	485	398	22	5.5	1.1	11426|11491|11867|13057|14260|14457|14469|14701|17118|17909|22329|29875|50490|50884|54004|68178|68732|77113|104027|244281|319939|326618	Macf1|Adam17|Arpc1b|Cyba|Fmn1|Gas7|Gbp2|Gng12|Marcks|Myo10|Vcam1|Iqgap1|Nox4|Nckap1|Diaph2|Cgnl1|Carmil1|Klhl2|Synpo|Myo16|Tns3|Tpm4	-1.8	SMCs_UP
GO Biological Processes	19	GO:0010820	positive regulation of T cell chemotaxis	19_GO:0040011 locomotion	-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	11491|20304|55985	Adam17|Ccl5|Cxcl13	-1.8	SMCs_UP
WikiPathways	27	WP4351	Omega-9 fatty acid synthesis		-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	20250|50790|170439	Scd2|Acsl4|Elovl6	-1.8	SMCs_UP
GO Biological Processes	19	GO:0006825	copper ion transport	19_GO:0051179 localization	-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	12870|18174|117167	Cp|Slc11a2|Steap4	-1.8	SMCs_UP
GO Biological Processes	19	GO:0048711	positive regulation of astrocyte differentiation	19_GO:0032502 developmental process	-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	16176|16195|20720	Il1b|Il6st|Serpine2	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0043295	glutathione binding		-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	14862|14863|56615	Gstm1|Gstm2|Mgst1	-1.8	SMCs_UP
GO Biological Processes	19	GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production	19_GO:0048518 positive regulation of biological process	-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	16149|20304|21898	Cd74|Ccl5|Tlr4	-1.8	SMCs_UP
Reactome Gene Sets	6	R-MMU-447115	Interleukin-12 family signaling		-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	12330|16195|16452	Canx|Il6st|Jak2	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0016722	oxidoreductase activity, acting on metal ions		-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	12870|14319|117167	Cp|Fth1|Steap4	-1.8	SMCs_UP
CORUM	33	CORUM:39	Immunoproteasome		-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	16912|16913|19171	Psmb9|Psmb8|Psmb10	-1.8	SMCs_UP
GO Biological Processes	19	GO:1903599	positive regulation of autophagy of mitochondrion	19_GO:0048518 positive regulation of biological process	-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	19_GO:0032501 multicellular organismal process	-2.4	8.7	4.6	16230	14	398	3	0.75	0.43	20191|20541|109676	Ryr2|Slc8a1|Ank2	-1.8	SMCs_UP
Reactome Gene Sets	6	R-MMU-1169091	Activation of NF-kappaB in B cells		-2.4	3.9	3.6	16230	63	398	6	1.5	0.61	16912|16913|18037|19171|19186|19188	Psmb9|Psmb8|Nfkbie|Psmb10|Psme1|Psme2	-1.8	SMCs_UP
GO Biological Processes	19	GO:0070848	response to growth factor	19_GO:0050896 response to stimulus	-2.3	1.9	3	16230	427	398	20	5	1.1	12168|13649|14165|14178|15234|17164|18027|18186|18595|20296|21898|26564|29875|50791|55985|71436|80707|83453|110521|320910	Bmpr2|Egfr|Fgf10|Fgf7|Hgf|Mapkapk2|Nfia|Nrp1|Pdgfra|Ccl2|Tlr4|Ror2|Iqgap1|Magi2|Cxcl13|Flrt3|Wwox|Chrdl1|Hivep1|Itgb8	-1.8	SMCs_UP
GO Biological Processes	19	GO:0010638	positive regulation of organelle organization	19_GO:0048518 positive regulation of biological process	-2.3	1.8	3	16230	517	398	23	5.8	1.2	13179|14102|14260|14544|14745|15944|16145|16175|16176|16423|17973|18186|18795|20312|20932|21336|50490|50884|54396|68732|104027|170625|260315	Dcn|Fas|Fmn1|Gda|Lpar1|Irgm1|Igtp|Il1a|Il1b|Cd47|Nck1|Nrp1|Plcb1|Cx3cl1|Surf4|Tacr1|Nox4|Nckap1|Irgm2|Carmil1|Synpo|Snx18|Nav3	-1.8	SMCs_UP
Reactome Gene Sets	6	R-MMU-9711123	Cellular response to chemical stress		-2.3	2.7	3.3	16230	153	398	10	2.5	0.78	13057|16912|16913|19171|19186|19188|20656|20657|22166|50490	Cyba|Psmb9|Psmb8|Psmb10|Psme1|Psme2|Sod2|Sod3|Txn1|Nox4	-1.8	SMCs_UP
KEGG Pathway	24	mmu04620	Toll-like receptor signaling pathway - Mus musculus (house mouse)		-2.3	3.4	3.5	16230	84	398	7	1.8	0.66	15976|16176|17329|20304|20846|21898|22031	Ifnar2|Il1b|Cxcl9|Ccl5|Stat1|Tlr4|Traf3	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0050750	low-density lipoprotein particle receptor binding		-2.3	5.8	4.1	16230	28	398	4	1	0.5	11820|12759|22027|233489	App|Clu|Hsp90b1|Picalm	-1.8	SMCs_UP
GO Molecular Functions	21	GO:0032561	guanyl ribonucleotide binding		-2.3	2	3	16230	370	398	18	4.5	1	14469|14579|15944|17472|18952|23984|26908|55932|56045|60440|74194|76074|100702|103967|229898|229900|233328|236573	Gbp2|Gem|Irgm1|Gbp4|Septin4|Pde10a|Eif2s3y|Gbp3|Samhd1|Iigp1|Rnd3|Gbp8|Gbp6|Dnm3|Gbp5|Gbp7|Lrrk1|Gbp9	-1.7	SMCs_UP
GO Molecular Functions	21	GO:0019001	guanyl nucleotide binding		-2.3	2	3	16230	370	398	18	4.5	1	14469|14579|15944|17472|18952|23984|26908|55932|56045|60440|74194|76074|100702|103967|229898|229900|233328|236573	Gbp2|Gem|Irgm1|Gbp4|Septin4|Pde10a|Eif2s3y|Gbp3|Samhd1|Iigp1|Rnd3|Gbp8|Gbp6|Dnm3|Gbp5|Gbp7|Lrrk1|Gbp9	-1.7	SMCs_UP
GO Biological Processes	19	GO:0010543	regulation of platelet activation	19_GO:0032501 multicellular organismal process	-2.3	4.5	3.8	16230	45	398	5	1.3	0.56	16452|18595|19218|20720|21898	Jak2|Pdgfra|Ptger3|Serpine2|Tlr4	-1.7	SMCs_UP
GO Molecular Functions	21	GO:0015459	potassium channel regulator activity		-2.3	4.5	3.8	16230	45	398	5	1.3	0.56	20928|57814|70357|109676|241528	Abcc9|Kcne4|Kcnip1|Ank2|Lrrc55	-1.7	SMCs_UP
GO Biological Processes	19	GO:0034764	positive regulation of transmembrane transport	19_GO:0051179 localization	-2.3	2.2	3.1	16230	258	398	14	3.5	0.92	12266|12288|15980|16819|17329|18795|19739|20191|20193|20296|20312|109676|241528|246049	C3|Cacna1c|Ifngr2|Lcn2|Cxcl9|Plcb1|Rgs9|Ryr2|S100a1|Ccl2|Cx3cl1|Ank2|Lrrc55|Slc36a2	-1.7	SMCs_UP
Reactome Gene Sets	6	R-MMU-416476	G alpha (q) signalling events		-2.3	2.5	3.2	16230	179	398	11	2.8	0.82	11820|12671|13649|14701|14745|17392|18795|19734|19736|21336|545156	App|Chrm3|Egfr|Gng12|Lpar1|Mmp3|Plcb1|Rgs16|Rgs4|Tacr1|Kalrn	-1.7	SMCs_UP
GO Biological Processes	19	GO:1902074	response to salt	19_GO:0050896 response to stimulus	-2.3	2.1	3.1	16230	314	398	16	4	0.98	11994|12010|12671|13649|14102|16176|17069|18795|20191|20541|20928|22027|23859|29875|110454|234214	Pcdh15|B2m|Chrm3|Egfr|Fas|Il1b|Ly6e|Plcb1|Ryr2|Slc8a1|Abcc9|Hsp90b1|Dlg2|Iqgap1|Ly6a|Sorbs2	-1.7	SMCs_UP
GO Cellular Components	20	GO:0005791	rough endoplasmic reticulum		-2.3	3.4	3.5	16230	85	398	7	1.8	0.66	11820|12330|15483|17105|20296|26570|103963	App|Canx|Hsd11b1|Lyz2|Ccl2|Slc7a11|Rpn1	-1.7	SMCs_UP
GO Biological Processes	19	GO:0014015	positive regulation of gliogenesis	19_GO:0032502 developmental process	-2.3	3.4	3.5	16230	85	398	7	1.8	0.66	13649|16176|16195|18606|20720|76527|77125	Egfr|Il1b|Il6st|Enpp2|Serpine2|Il34|Il33	-1.7	SMCs_UP
GO Biological Processes	19	GO:0090276	regulation of peptide hormone secretion	19_GO:0051179 localization	-2.3	2.3	3.1	16230	232	398	13	3.3	0.89	12288|12671|13649|16176|16452|16847|18795|19218|20304|50790|67267|192185|545156	Cacna1c|Chrm3|Egfr|Il1b|Jak2|Lepr|Plcb1|Ptger3|Ccl5|Acsl4|Uqcc2|Nadk|Kalrn	-1.7	SMCs_UP
KEGG Pathway	24	mmu05165	Human papillomavirus infection - Mus musculus (house mouse)		-2.3	2.1	3	16230	315	398	16	4	0.98	13649|14102|14964|14972|15018|15040|15976|16772|16775|20846|22031|23859|68553|109700|110557|320910	Egfr|Fas|H2-D1|H2-K1|H2-Q7|H2-T23|Ifnar2|Lama1|Lama4|Stat1|Traf3|Dlg2|Col6a4|Itga1|H2-Q6|Itgb8	-1.7	SMCs_UP
GO Biological Processes	19	GO:0048871	multicellular organismal-level homeostasis	19_GO:0042592 homeostatic process	-2.3	1.7	2.9	16230	614	398	26	6.5	1.2	11994|12010|14102|14178|16175|16176|16452|16847|17311|18023|18174|18795|18952|19218|20296|20311|20656|21873|21898|21929|24099|50490|233328|233489|319939|320405	Pcdh15|B2m|Fas|Fgf7|Il1a|Il1b|Jak2|Lepr|Kitl|Nfe2l1|Slc11a2|Plcb1|Septin4|Ptger3|Ccl2|Cxcl5|Sod2|Tjp2|Tlr4|Tnfaip3|Tnfsf13b|Nox4|Lrrk1|Picalm|Tns3|Cadps2	-1.7	SMCs_UP
GO Cellular Components	20	GO:0045177	apical part of cell		-2.3	1.9	3	16230	461	398	21	5.3	1.1	11491|11820|12168|12661|13057|13136|13649|14102|15483|18174|18414|20502|22329|26570|29875|50490|56615|57814|66141|101488|213053	Adam17|App|Bmpr2|Chl1|Cyba|Cd55|Egfr|Fas|Hsd11b1|Slc11a2|Osmr|Slc16a2|Vcam1|Slc7a11|Iqgap1|Nox4|Mgst1|Kcne4|Ifitm3|Slco2b1|Slc39a14	-1.7	SMCs_UP
GO Biological Processes	19	GO:0007610	behavior	19_GO:0032501 multicellular organismal process	-2.3	1.7	2.9	16230	677	398	28	7	1.3	11820|11994|12010|12288|12661|12846|13014|13123|13649|16176|16819|16847|18081|18174|18795|20656|20720|21336|26570|60344|64085|94109|104027|218038|233489|271564|381413|545156	App|Pcdh15|B2m|Cacna1c|Chl1|Comt|Cstb|Cyp7b1|Egfr|Il1b|Lcn2|Lepr|Ninj1|Slc11a2|Plcb1|Sod2|Serpine2|Tacr1|Slc7a11|Fign|Clstn2|Csmd1|Synpo|Amph|Picalm|Vps13a|Gpr176|Kalrn	-1.7	SMCs_UP
GO Biological Processes	19	GO:0050818	regulation of coagulation	19_GO:0032501 multicellular organismal process	-2.3	3.8	3.5	16230	65	398	6	1.5	0.61	12258|18595|19218|20202|20720|21788	Serping1|Pdgfra|Ptger3|S100a9|Serpine2|Tfpi	-1.7	SMCs_UP
GO Biological Processes	19	GO:0060047	heart contraction	19_GO:0032501 multicellular organismal process	-2.3	3.3	3.4	16230	86	398	7	1.8	0.66	12288|20191|20541|20928|22290|57814|109676	Cacna1c|Ryr2|Slc8a1|Abcc9|Uty|Kcne4|Ank2	-1.7	SMCs_UP
GO Biological Processes	19	GO:1905521	regulation of macrophage migration	19_GO:0040011 locomotion	-2.3	4.4	3.7	16230	46	398	5	1.3	0.56	20296|20304|20312|74748|76527	Ccl2|Ccl5|Cx3cl1|Slamf8|Il34	-1.7	SMCs_UP
GO Biological Processes	19	GO:1905144	response to acetylcholine	19_GO:0050896 response to stimulus	-2.3	4.4	3.7	16230	46	398	5	1.3	0.56	12671|17069|18795|110454|234214	Chrm3|Ly6e|Plcb1|Ly6a|Sorbs2	-1.7	SMCs_UP
GO Biological Processes	19	GO:0033198	response to ATP	19_GO:0050896 response to stimulus	-2.3	5.6	4	16230	29	398	4	1	0.5	16176|20541|20928|22027	Il1b|Slc8a1|Abcc9|Hsp90b1	-1.7	SMCs_UP
GO Biological Processes	19	GO:0043032	positive regulation of macrophage activation	19_GO:0002376 immune system process	-2.3	5.6	4	16230	29	398	4	1	0.5	13032|15944|21898|77125	Ctsc|Irgm1|Tlr4|Il33	-1.7	SMCs_UP
GO Biological Processes	19	GO:0090023	positive regulation of neutrophil chemotaxis	19_GO:0040011 locomotion	-2.3	5.6	4	16230	29	398	4	1	0.5	16149|16176|24047|227541	Cd74|Il1b|Ccl19|Camk1d	-1.7	SMCs_UP
GO Biological Processes	19	GO:0098901	regulation of cardiac muscle cell action potential	19_GO:0050789 regulation of biological process	-2.3	5.6	4	16230	29	398	4	1	0.5	12288|20191|109676|216033	Cacna1c|Ryr2|Ank2|Ctnna3	-1.7	SMCs_UP
GO Biological Processes	19	GO:1900226	negative regulation of NLRP3 inflammasome complex assembly	19_GO:0048519 negative regulation of biological process	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.7	SMCs_UP
GO Biological Processes	19	GO:0034112	positive regulation of homotypic cell-cell adhesion	19_GO:0048518 positive regulation of biological process	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	16452|16852|20304	Jak2|Lgals1|Ccl5	-1.7	SMCs_UP
GO Biological Processes	19	GO:0044320	cellular response to leptin stimulus	19_GO:0050896 response to stimulus	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	16847|22234|98496	Lepr|Ugcg|Pid1	-1.7	SMCs_UP
Reactome Gene Sets	6	R-MMU-5686938	Regulation of TLR by endogenous ligand		-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	20193|20202|21898	S100a1|S100a9|Tlr4	-1.7	SMCs_UP
GO Biological Processes	19	GO:0060334	regulation of type II interferon-mediated signaling pathway	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.7	SMCs_UP
GO Biological Processes	19	GO:0010819	regulation of T cell chemotaxis	19_GO:0040011 locomotion	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	11491|20304|55985	Adam17|Ccl5|Cxcl13	-1.7	SMCs_UP
GO Biological Processes	19	GO:0060330	regulation of response to type II interferon	19_GO:0044419 biological process involved in interspecies interaction between organisms	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.7	SMCs_UP
GO Biological Processes	19	GO:0018410	C-terminal protein amino acid modification	19_GO:0008152 metabolic process	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	15944|16145|54396	Irgm1|Igtp|Irgm2	-1.7	SMCs_UP
Reactome Gene Sets	6	R-MMU-877300	Interferon gamma signaling		-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	15979|15980|16452	Ifngr1|Ifngr2|Jak2	-1.7	SMCs_UP
GO Biological Processes	19	GO:0070141	response to UV-A	19_GO:0050896 response to stimulus	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	13649|17392|21857	Egfr|Mmp3|Timp1	-1.7	SMCs_UP
GO Biological Processes	19	GO:0014848	urinary tract smooth muscle contraction	19_GO:0032501 multicellular organismal process	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	12288|19218|21336	Cacna1c|Ptger3|Tacr1	-1.7	SMCs_UP
GO Biological Processes	19	GO:0045916	negative regulation of complement activation	19_GO:0002376 immune system process	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	12258|12509|13136	Serping1|Cd59a|Cd55	-1.7	SMCs_UP
GO Biological Processes	19	GO:1905048	regulation of metallopeptidase activity	19_GO:0008152 metabolic process	-2.3	8.2	4.4	16230	15	398	3	0.75	0.43	21857|69538|233489	Timp1|Antxr1|Picalm	-1.7	SMCs_UP
KEGG Pathway	24	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse)		-2.3	3.3	3.4	16230	87	398	7	1.8	0.66	13649|15979|15980|16452|18037|20846|21898	Egfr|Ifngr1|Ifngr2|Jak2|Nfkbie|Stat1|Tlr4	-1.7	SMCs_UP
Reactome Gene Sets	6	R-MMU-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha		-2.3	3.7	3.5	16230	66	398	6	1.5	0.61	16912|16913|19171|19186|19188|112407	Psmb9|Psmb8|Psmb10|Psme1|Psme2|Egln3	-1.7	SMCs_UP
GO Biological Processes	19	GO:0001959	regulation of cytokine-mediated signaling pathway	19_GO:0050896 response to stimulus	-2.3	2.8	3.2	16230	133	398	9	2.3	0.75	11491|15944|16145|16149|16177|16195|54396|56045|58203	Adam17|Irgm1|Igtp|Cd74|Il1r1|Il6st|Irgm2|Samhd1|Zbp1	-1.7	SMCs_UP
GO Biological Processes	19	GO:0098771	inorganic ion homeostasis	19_GO:0042592 homeostatic process	-2.3	1.9	2.9	16230	406	398	19	4.8	1.1	11535|11820|12010|12288|13649|14319|16175|18174|20191|20296|20304|20307|20541|20656|104027|109676|117167|213053|233489	Adm|App|B2m|Cacna1c|Egfr|Fth1|Il1a|Slc11a2|Ryr2|Ccl2|Ccl5|Ccl8|Slc8a1|Sod2|Synpo|Ank2|Steap4|Slc39a14|Picalm	-1.7	SMCs_UP
